url,file,volume,issue,year,week,date_start,date_end,language
https://www.epid.gov.lk/storage/post/pdfs/en_641011177e0c3_Vol_50_no_09-english_1.pdf,en_641011177e0c3_Vol_50_no_09-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_641010deea21b_Vol_50_no_08-english.pdf,en_641010deea21b_Vol_50_no_08-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_641010b06da65_Vol_50_no_07-english.pdf,en_641010b06da65_Vol_50_no_07-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_641010795ce55_Vol_50_no_06-english.pdf,en_641010795ce55_Vol_50_no_06-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6410103be192c_Vol_50_no_05-english.pdf,en_6410103be192c_Vol_50_no_05-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64100ff0b2b95_Vol_50_no_04-english_1.pdf,en_64100ff0b2b95_Vol_50_no_04-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64100fae82b04_Vol_50_no_03-english.pdf,en_64100fae82b04_Vol_50_no_03-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_64100cf21b53d_Vol_50_no_02-english_1.pdf,en_64100cf21b53d_Vol_50_no_02-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_640feff0076ea_Vol_50_no_01-english.pdf,en_640feff0076ea_Vol_50_no_01-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f889a4a8c_vol_49_no_52-english_1.pdf,en_6459f889a4a8c_vol_49_no_52-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f8449d423_vol_49_no_51-english_1.pdf,en_6459f8449d423_vol_49_no_51-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f7dbd4561_vol_49_no_50-english_1.pdf,en_6459f7dbd4561_vol_49_no_50-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f77cb2316_vol_49_no_49-english_2.pdf,en_6459f77cb2316_vol_49_no_49-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f732c85fb_vol_49_no_48-english_2.pdf,en_6459f732c85fb_vol_49_no_48-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f6e589303_vol_49_no_47-english_2.pdf,en_6459f6e589303_vol_49_no_47-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f68898aa0_vol_49_no_46-english_1.pdf,en_6459f68898aa0_vol_49_no_46-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/en_6459f61e65d12_vol_49_no_45-english_1.pdf,en_6459f61e65d12_vol_49_no_45-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_43-english.pdf,vol_49_no_43-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_42-english.pdf,vol_49_no_42-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_41-english.pdf,vol_49_no_41-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_40-english.pdf,vol_49_no_40-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_39-english_1.pdf,vol_49_no_39-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_38-english_1.pdf,vol_49_no_38-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_37-english_1.pdf,vol_49_no_37-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_48_no_37-english.pdf,vol_48_no_37-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_36-english_1.pdf,vol_49_no_36-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_35-english_3.pdf,vol_49_no_35-english_3.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_34-english_2.pdf,vol_49_no_34-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_33-english_2.pdf,vol_49_no_33-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_32-english_1.pdf,vol_49_no_32-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_31-english_1.pdf,vol_49_no_31-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_30-english.pdf,vol_49_no_30-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_29-english_3.pdf,vol_49_no_29-english_3.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_28-english_2.pdf,vol_49_no_28-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/Vol 38 NO 29 English.pdf,Vol 38 NO 29 English.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_27-english.pdf,vol_49_no_27-english.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_26-english_2.pdf,vol_49_no_26-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_25-english_2.pdf,vol_49_no_25-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_24-english_1.pdf,vol_49_no_24-english_1.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_23-english_2.pdf,vol_49_no_23-english_2.pdf,,,,,,,English
https://www.epid.gov.lk/storage/post/pdfs/vol_49_no_22-english_1.pdf,vol_49_no_22-english_1.pdf,,,,,,,English
